,id,title,description,price,link,image_link,brand,color,shipping,size,custom_label_0,custom_label_1,custom_label_2,category
1429,139854,Pick Any 1 Embroidered Ecstasy Flared Kurta,Pick Any 1 Embroidered Ecstasy Flared Kurta,1299.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-embroidered-ecstasy-flared-kurta/1022967,https://cdn.ezmall.com/0/images/product/139854/01_Pi1ck_Any_1_Embroidered_Ecstasy_Flared_Kurta_139854_367X477.jpg,Rangmayee,"GREY,GREEN,NAVY BLUE",51.00 INR,"M,L,XXL,S,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1430,139855,Klassi Kitchen 25 Pc copper base cook & serve Handi & Patilla combo Lids,Klassi Kitchen 25 Pc copper base cook & serve Handi & Patilla combo Lids,6000.00 ,https://www.ezmall.com/home-kitchen/kitchen-dining/cookware-serveware/pots-pans/klassi-kitchen-25-pc-copper-base-cook-serve-handi-patilla-combo-lids/1023313,https://cdn.ezmall.com/0/images/product/139855/01_new_25_Pc_Copper_Base_Cook_367X477.jpg,Klassi Kitchen,no color,201.00 INR,no size,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,Home & Garden
1431,139856,New Prints Pack of 3 Double Size Bedsheet with 6 Pillow covers & Free 5 Face Towel (Assorted),New Prints Pack of 3 Double Size Bedsheet with 6 Pillow covers & Free 5 Face Towel (Assorted),2999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/new-prints-pack-of-3-double-size-bedsheet-with-6-pillow-covers-free-5-face-towel-(assorted)/1023315,https://cdn.ezmall.com/0/images/product/139856/01_New_prints_PO3_Double_Bed_Bedsheets_367X477.jpg,SVN,no color,201.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
1432,139857,New Season Pack  Combo - 3 Double Size Bedsheet with 6 Pillow covers + 5 Face Towel (Assorted),New Season Pack  Combo - 3 Double Size Bedsheet with 6 Pillow covers + 5 Face Towel (Assorted),2999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/new-season-pack-combo-3-double-size-bedsheet-with-6-pillow-covers-5-face-towel-(assorted)/1023317,https://cdn.ezmall.com/0/images/product/139857/01_Pack_of_3_Bedsheets_with_6_Pillow_Covers_367X477.jpg,SVN,no color,201.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
1433,139858,50 Pcs Jacquard Luxury Sofa + Diwan Covers Set,50 Pcs Jacquard Luxury Sofa + Diwan Covers Set,6000.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/cushion-pillows-covers/cushion-covers/50-pcs-jacquard-luxury-sofa-diwan-covers-set/1023319,https://cdn.ezmall.com/0/images/product/139858/01_50_Pc_Jacquard_Luxury_Sofa_Diwan_Covers_Set_367X477.jpg,XTROMAC,"MAROON,BLUE,BROWN",201.00 INR,no size,Home & Kitchen,Furnishings & Furniture,"Cushion, Pillows & Covers",Home & Garden
1434,139859,Pack of 2 Pastel Shades Kurtas with Solid Palazzo,Pack of 2 Pastel Shades Kurtas with Solid Palazzo,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pack-of-2-pastel-shades-kurtas-with-solid-palazzo/1023321,https://cdn.ezmall.com/0/images/product/139859/01_PA2_Pastel_Shades_Kurta_with_Solid_Trouser_Pant_367X477.jpg,Adorsy,no color,51.00 INR,"XL,S,L,XXL,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1435,139860,Pick Any 1 Gorgeous Designer Kurta Plazzo Set,Pick Any 1 Gorgeous Designer Kurta Plazzo Set,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-gorgeous-designer-kurta-plazzo-set/1023337,https://cdn.ezmall.com/0/images/product/139860/05_Pick_Any_1_Gorgeous_Designer_Kurta_Palazzo_Set_367X477.jpg,Jean Paul,"MULTI,ORANGE,BLUE",51.00 INR,"XL,XXL,L,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1436,139861,Jean Paul All Season Comfort Pack of 3 Jegging Combo,Jean Paul All Season Comfort Pack of 3 Jegging Combo,1999.00 ,https://www.ezmall.com/women/ethnic-wear/women-bottom-wear/jean-paul-all-season-comfort-pack-of-3-jegging-combo/1023361,https://cdn.ezmall.com/0/images/product/139861/01_POf_3_All_Season_Jeggings_367X477.jpg,Jean Paul,no color,51.00 INR,no size,Women,Ethnic Wear,Women Bottom Wear,Apparel & Accessories
1437,139919,Pick Any 1 Round Neck Kurta With Contrast Palazzo,Pick Any 1 Round Neck Kurta With Contrast Palazzo,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-round-neck-kurta-with-contrast-palazzo/1023477,https://cdn.ezmall.com/0/images/product/139919/01_Pick_Any_1_Round_Neck_Kurta_with_Contrast_Palazzo_367X477.jpg,WW Passion,"BROWN,Teal Blue",51.00 INR,"XL,XXL,L,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1438,139920,Klassi Kitchen 18 Pcs Colored Cookware Set,Klassi Kitchen 18 Pcs Colored Cookware Set,5000.00 ,https://www.ezmall.com/home-kitchen/kitchen-dining/cookware-serveware/klassi-kitchen-18-pcs-colored-cookware-set/1023481,https://cdn.ezmall.com/0/images/product/139920/05_18_Pcs_Colored_Cookware_Set_3_Color_Options_139920_367X477.jpg,Klassi Kitchen,"GREEN,BLUE,RED",201.00 INR,no size,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,Home & Garden
1439,139921,Set of 3 Hair Remover + Hair Straightener+ Hair Curler Kit (Assorted),Set of 3 Hair Remover + Hair Straightener+ Hair Curler Kit (Assorted),2499.00 ,https://www.ezmall.com/women/beauty-personal-care/body-skin-care/skin-care-combos/set-of-3-hair-remover-hair-straightener-hair-curler-kit-(assorted)/1023495,https://cdn.ezmall.com/0/images/product/139921/01_Hair_Remover_Hair_Curler_Hair_Straightener_Assorted_367X477.jpg,Color Diva,no color,101.00 INR,no size,Women,Beauty & Personal Care,Body & Skin Care,Health & Beauty
1440,139922,"Pleated Style Jacket, Inner and Bell Bottom Pant","Pleated Style Jacket, Inner and Bell Bottom Pant",3099.00 ,https://www.ezmall.com/women/western-wear/pants/pleated-style-jacket-inner-and-bell-bottom-pant/1023501,https://cdn.ezmall.com/0/images/product/139922/02_PA1_Pleated_Style_pant_139922_367X477.jpg,WW Passion,"BLACK,BLUE,MAROON",101.00 INR,"XL,M,L,XXL",Women,Western Wear,Pants,Apparel & Accessories
1441,139923,Hand Embroidered Coat with Sharara,Hand Embroidered Coat with Sharara,3099.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/hand-embroidered-coat-with-sharara/1023503,https://cdn.ezmall.com/0/images/product/139923/01_Pick_Any_1_Hand_Embroidered_Coat_with_Sharara_139923_367X477.jpg,WW Passion,"GREY,PEACH,BLUE",101.00 INR,"M,XL,L,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1442,139924,"Party Wear Kurta, Skirt and Dupatta Set","Party Wear Kurta, Skirt and Dupatta Set",3999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/party-wear-kurta-skirt-and-dupatta-set/1023505,https://cdn.ezmall.com/0/images/product/139924/02_Pick_Any_1_Party_Wear_Kurta_with_Skirt_and_Dupatta_Set_139924_367X477.jpg,WW Passion,"Teal Blue,GREEN,MAROON",101.00 INR,"M,L,XL,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1443,139925,Solid Long Jacket Inner and Pant,Solid Long Jacket Inner and Pant,1999.00 ,https://www.ezmall.com/women/western-wear/coats/solid-long-jacket-inner-and-pant/1023507,https://cdn.ezmall.com/0/images/product/139925/02_Pick_any_1_Long_Jacket_Inner_and_Pant_139925_367X477.jpg,WW Passion,"MAROON,OLIVE",101.00 INR,"XL,XXL,L,M",Women,Western Wear,Coats,Apparel & Accessories
1444,139926,"Designer Shrug, Inner and Sharara Set","Designer Shrug, Inner and Sharara Set",3499.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/designer-shrug-inner-and-sharara-set/1023513,https://cdn.ezmall.com/0/images/product/139926/02_PA1_Designer_Shrug_Sharara_Set_139926_367X477.jpg,WW Passion,"PURPLE,BLUE",101.00 INR,"M,L,XXL,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1445,139927,Indo Western Coat with Sharara,Indo Western Coat with Sharara,3099.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/indo-western-coat-with-sharara/1023517,https://cdn.ezmall.com/0/images/product/139927/03_Indo_Western_Coat_with_Sharara_139927_367X477.jpg,WW Passion,"OLIVE,LIGHT BLUE,MUSTARD",101.00 INR,"XL,XXL,L,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1446,139928,"Heavy Zardozi Work Chanderi Kurta, Palazzo and Dupatta Set","Heavy Zardozi Work Chanderi Kurta, Palazzo and Dupatta Set",2999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/heavy-zardozi-work-chanderi-kurta-palazzo-and-dupatta-set/1023545,https://cdn.ezmall.com/0/images/product/139928/01_PA1_Heavy_Zardozi_Work_Chanderi_Kurta_367X477.jpg,WW Passion,"GREEN,TURQUOISE",101.00 INR,"XXL,XL,L,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1447,139929,"WW Passion Thread Embroidered Kurta, Palazzo and Dupatta Set","WW Passion Thread Embroidered Kurta, Palazzo and Dupatta Set",3099.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/ww-passion-thread-embroidered-kurta-palazzo-and-dupatta-set/1023595,https://cdn.ezmall.com/0/images/product/139929/02_PA1_Thread_Embroidered_Kurta_Dupatta_Set_367X477.jpg,WW Passion,"PURPLE,BLUE,GREEN",101.00 INR,"XL,L,XXL,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1448,139930,All Occasion Wear Kurta with Sharara and Dupatta Set,All Occasion Wear Kurta with Sharara and Dupatta Set,2999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/all-occasion-wear-kurta-with-sharara-and-dupatta-set/1023657,https://cdn.ezmall.com/0/images/product/139930/02_All_Occasion_Wear_PA1_Kurta_with_sharara_Dupatta_Set_367X477.jpg,WW Passion,"GREY,PURPLE,MAROON",101.00 INR,"M,L,XXL,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1449,139931,Pick Any 1 Kurta with Contrast Skirt and Dupatta,Pick Any 1 Kurta with Contrast Skirt and Dupatta,2199.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-kurta-with-contrast-skirt-and-dupatta/1023667,https://cdn.ezmall.com/0/images/product/139931/01_Pick_Any_1_Kurta_with_Contrast_Skirt_Dupatta_367X477.jpg,WW Passion,"GREEN,RED,BROWN",101.00 INR,"L,M,XXL,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1450,139933,Pick Any 1 Kaftan Dress,Pick Any 1 Kaftan Dress,1599.00 ,https://www.ezmall.com/women/western-wear/dresses/pick-any-1-kaftan-dress/1023733,https://cdn.ezmall.com/0/images/product/139933/01_Pick_Any_1_Kaftan_Dress_367X477.jpg,Amiee Collection,"PINK,MUSTARD,BLUE",51.00 INR,"XXL,S,L,XL,M",Women,Western Wear,Dresses,Apparel & Accessories
1451,139934,Pack of 4 Padded & Under wired Bras,Pack of 4 Padded & Under wired Bras,2199.00 ,https://www.ezmall.com/women/innerwear/lingeries/bra-panty/pack-of-4-padded-under-wired-bras/1023737,https://cdn.ezmall.com/0/images/product/139934/01_PO4_Bras_for_Plus_Size_367X477.jpg,Sisney,no color,51.00 INR,"36C,40C,42C,38D,36D,38C,40D,42D",Women,Innerwear,Lingeries,Apparel & Accessories
1452,139935,Amiee Collection Pick Any 1 Modern Print Jumpsuit,Amiee Collection Pick Any 1 Modern Print Jumpsuit,1699.00 ,https://www.ezmall.com/women/western-wear/dresses/amiee-collection-pick-any-1-modern-print-jumpsuit/1023779,https://cdn.ezmall.com/0/images/product/139935/01_Pick_Any_1_Modern_Print_Jumpsuit_367X477.jpg,Amiee Collection,"NAVY BLUE,Sky Blue",51.00 INR,"XXL,L,XL,M,XS,S",Women,Western Wear,Dresses,Apparel & Accessories
1453,139936,Pick Any 1 Charming Dress,Pick Any 1 Charming Dress,1699.00 ,https://www.ezmall.com/women/western-wear/dresses/pick-any-1-charming-dress/1023781,https://cdn.ezmall.com/0/images/product/139936/02_PA1_Charming_Dress_367X477.jpg,Amiee Collection,"MUSTARD,BLUE",51.00 INR,"L,M,S,XXL,XL",Women,Western Wear,Dresses,Apparel & Accessories
1454,139937,Pick Any 1 Glam Ready Dress Denim,Pick Any 1 Glam Ready Dress Denim,1699.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-glam-ready-dress-denim/1023789,https://cdn.ezmall.com/0/images/product/139937/01_PA1_Glam_Ready_Dress_367X477.jpg,Amiee Collection,"BLUE,YELLOW",51.00 INR,"M,L,XXL,S,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1455,139938,Pick Any 1 Pretty Print Dress,Pick Any 1 Pretty Print Dress,1599.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-pretty-print-dress/1023791,https://cdn.ezmall.com/0/images/product/139938/01_Pick_Any_1_Pretty_Print_Dress_367X477.jpg,Amiee Collection,"PINK,YELLOW,WHITE",51.00 INR,"M,L,XXL,XL,S",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1456,139939,Pick Any 1 Printed Kurta with Printed Palazzo,Pick Any 1 Printed Kurta with Printed Palazzo,1599.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-printed-kurta-with-printed-palazzo/1023793,https://cdn.ezmall.com/0/images/product/139939/04_Pick_Any_1_Printed_Kurta_with_Printed_Palazzo_367X477.jpg,Pankti,"PINK,Sky Blue,GREY",51.00 INR,"XL,M,L,XXL,S",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1457,139940,Amiee Collection Pick Any 1 Long Line Shirt,Amiee Collection Pick Any 1 Long Line Shirt,1499.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/amiee-collection-pick-any-1-long-line-shirt/1023803,https://cdn.ezmall.com/0/images/product/139940/05_Pick_Any_1_Long_Line_Shirt_367X477.jpg,Amiee Collection,"PINK,MUSTARD",51.00 INR,"XXL,XL,L,M,S",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1458,139941,Pick Any 1 Paisley Print Kurta & Palazzo Set with Dupatta,Pick Any 1 Paisley Print Kurta & Palazzo Set with Dupatta,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-paisley-print-kurta-palazzo-set-with-dupatta/1023923,https://cdn.ezmall.com/0/images/product/139941/01_Pick_Any_1_Paisley_Print_Kurt_367X477.jpg,Pankti,"Magenta,WHITE",51.00 INR,"XXL,S,M,XL,L",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1459,139942,Pack of 2 Festive Wear,Pack of 2 Festive Wear,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pack-of-2-festive-wear/1023943,https://cdn.ezmall.com/0/images/product/139942/01_PO2_Festive_Wear_Kurta_367X477.jpg,Beautisa,no color,101.00 INR,"XL,M,L,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1460,139944,Pack of 2 Casual Tops,Pack of 2 Casual Tops,1999.00 ,https://www.ezmall.com/women/western-wear/t-shirts-tops-shirts/tops/pack-of-2-casual-tops/1023949,https://cdn.ezmall.com/0/images/product/139944/01_PO2_Smart_Casual_Tops_367X477.jpg,Beautisa,no color,101.00 INR,"L,XXL,M,XL",Women,Western Wear,"T Shirts, Tops & Shirts",Apparel & Accessories
1461,139945,Pack of 2 Embroidered Kurta,Pack of 2 Embroidered Kurta,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pack-of-2-embroidered-kurta/1023953,https://cdn.ezmall.com/0/images/product/139945/01_PO2_Embroiderd_Kurta_367X477.jpg,Beautisa,no color,101.00 INR,"XL,L,M,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1462,139946,Modern Collection Pack of 3 Kurta,Modern Collection Pack of 3 Kurta,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/modern-collection-pack-of-3-kurta/1023975,https://cdn.ezmall.com/0/images/product/139946/01_Modern_Collection_Pack_of_3_Kurtas_367X477.jpg,Priyaksh,no color,101.00 INR,"M,XL,L,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1463,139947,Motif Collection - Pack of 2 Foil Print Kurta,Motif Collection - Pack of 2 Foil Print Kurta,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/motif-collection-pack-of-2-foil-print-kurta/1023977,https://cdn.ezmall.com/0/images/product/139947/01_Motif_Collection_PO2_Foil_Print_Kurta_367X477.jpg,Priyaksh,no color,101.00 INR,"L,XL,XXL,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1464,139948,Summer Collection - Pack of 3 Kurta,Summer Collection - Pack of 3 Kurta,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/summer-collection-pack-of-3-kurta/1023979,https://cdn.ezmall.com/0/images/product/139948/01_Summer_Collection_PO3_Kurta_367X477.jpg,Priyaksh,no color,101.00 INR,"M,XL,XXL,L",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1465,139950,Pick Any 1 Pretty Lace Dress,Pick Any 1 Pretty Lace Dress,1699.00 ,https://www.ezmall.com/women/western-wear/dresses/pick-any-1-pretty-lace-dress/1024007,https://cdn.ezmall.com/0/images/product/139950/02_Pick_any_1_Pretty_Lace_Dress_477X367.jpg,WW Passion,"TURQUOISE,GREEN",51.00 INR,"M,L,XL,3XL,XXL",Women,Western Wear,Dresses,Apparel & Accessories
1466,139951,Pack of 8 Bedsheets with 16 Pillow Covers,Pack of 8 Bedsheets with 16 Pillow Covers,6900.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/pack-of-8-bedsheets-with-16-pillow-covers/1024017,https://cdn.ezmall.com/0/images/product/139951/01_Wonderful_Collection_PO8_Bedsheets_with_16_Pillow_Covers_367X477.jpg,Home Aid,no color,201.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
1467,139952,Pick Any 1 Elegant Lace Dress,Pick Any 1 Elegant Lace Dress,1699.00 ,https://www.ezmall.com/women/western-wear/dresses/pick-any-1-elegant-lace-dress/1024019,https://cdn.ezmall.com/0/images/product/139952/02_PA1_Elegant_Lace_Dress_367X477.jpg,WW Passion,"PURPLE,PINK",51.00 INR,"XL,M,L,3XL,XXL",Women,Western Wear,Dresses,Apparel & Accessories
1468,139953,Pack of 5 Cotton Bedsheets with 10 Pillow Covers,Pack of 5 Cotton Bedsheets with 10 Pillow Covers,5200.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/pack-of-5-cotton-bedsheets-with-10-pillow-covers/1024031,https://cdn.ezmall.com/0/images/product/139953/01_Jaipuri_Heritage_Pack_of_5_Cotton_367X477.jpg,UniqChoice,no color,201.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
1469,139955,VICTORIA CROSS Gift Set for Men A185,VICTORIA CROSS Gift Set for Men A185,1910.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-a185/1024053,https://cdn.ezmall.com/0/images/product/139955/01_VICTORIA_CROSS_gift_set_for_man_A185_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1470,139956,VICTORIA CROSS Gift Set for Men-PCMB51,VICTORIA CROSS Gift Set for Men-PCMB51,1690.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-pcmb51/1024055,https://cdn.ezmall.com/0/images/product/139956/01_vICTORIA_CROSS_gift_set_for_man_PCMB51_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1471,139957,VICTORIA CROSS Gift Set for Men A135,VICTORIA CROSS Gift Set for Men A135,1650.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-a135/1024057,https://cdn.ezmall.com/0/images/product/139957/01_VICTORIA_CROSS_gift_set_for_man_A135_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1472,139958,VICTORIA CROSS Gift Set for Men A120,VICTORIA CROSS Gift Set for Men A120,1150.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-a120/1024059,https://cdn.ezmall.com/0/images/product/139958/01_VICTORIA_CROSS_gift_set_for_man_A120_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1473,139959,VICTORIA CROSS Gift Set for Men-PCMB11,VICTORIA CROSS Gift Set for Men-PCMB11,2150.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-pcmb11/1024061,https://cdn.ezmall.com/0/images/product/139959/01_VICTORIA_CROSS_gift_set_for_man_PCMB11_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1474,139960,VICTORIA CROSS Gift Set for Men A1445,VICTORIA CROSS Gift Set for Men A1445,2010.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-a1445/1024063,https://cdn.ezmall.com/0/images/product/139960/01_VICTORIA_CROSS_gift_set_for_man_A1445_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1475,139961,VICTORIA CROSS AVIATOR Sun Glasses-SGP.2,VICTORIA CROSS AVIATOR Sun Glasses-SGP.2,1690.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-aviator-sun-glasses-sgp.2/1024065,https://cdn.ezmall.com/0/images/product/139961/01_VICTORIA_CROSS_AVIATOR_Sun_Glasses_SGP_2_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1476,139962,VICTORIA CROSS AVIATOR Sun Glasses-SGP.1,VICTORIA CROSS AVIATOR Sun Glasses-SGP.1,1690.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-aviator-sun-glasses-sgp.1/1024067,https://cdn.ezmall.com/0/images/product/139962/01_VICTORIA_CROSS_AVIATOR_Sun_Glasses_SGP_1_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1477,139963,VICTORIA CROSS Gift Set for Him and Her PCMB14,VICTORIA CROSS Gift Set for Him and Her PCMB14,4250.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-him-and-her-pcmb14/1024069,https://cdn.ezmall.com/0/images/product/139963/01_VICTORIA_CROSS_gift_set_for_Him_and_Her_PCMB14_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1478,139964,VICTORIA CROSS Gift Set for Men A1408,VICTORIA CROSS Gift Set for Men A1408,1025.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-men-a1408/1024071,https://cdn.ezmall.com/0/images/product/139964/01_VICTORIA_CROSS_gift_set_for_man_A1408_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1479,139965,VICTORIA CROSS Gift Set for Him and Her PCMB16,VICTORIA CROSS Gift Set for Him and Her PCMB16,2490.00 ,https://www.ezmall.com/men/men-accessories/gift-sets/victoria-cross-gift-set-for-him-and-her-pcmb16/1024073,https://cdn.ezmall.com/0/images/product/139965/01_VICTORIA_CROSS_gift_set_for_Him_and_her_PCMB16_367X477.jpg,Victoria Cross,no color,0.00 INR,no size,Men,Men Accessories,Gift Sets,Apparel & Accessories
1480,139966,Shagun 5 Litre Pressure Cooker with Non Stick,Shagun 5 Litre Pressure Cooker with Non-Stick,2999.00 ,https://www.ezmall.com/home-kitchen/kitchen-dining/cookware-serveware/shagun-5-litre-pressure-cooker-with-non-stick/1024075,https://cdn.ezmall.com/0/images/product/139966/01_5_ltr_Pressure_Cooker_Non_Stick_Tawa_367X477.jpg,Shagun,no color,201.00 INR,no size,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,Home & Garden
1481,139969,Love it Collection Pick Any 1 Long Layered Dress,Love it Collection Pick Any 1 Long Layered Dress,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/love-it-collection-pick-any-1-long-layered-dress/1024083,https://cdn.ezmall.com/0/images/product/139969/02_Pick_Any_1_Long_Layered_Kurta_Dress_139969_367X477.jpg,Harshali Creations,"GREEN,PINK",51.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1482,139970,Pick Any 1 Woollen Co-ord Set,Pick Any 1 Woollen Co-ord Set,2499.00 ,https://www.ezmall.com/women/western-wear/pants/pick-any-1-woollen-co-ord-set/1024223,https://cdn.ezmall.com/0/images/product/139970/11_Pick_Any1_Woollen_Co_ord_Set1_39970_367X477.jpg,Amiee Collection,"WHITE,BROWN,CREAM",101.00 INR,"XL,XXL,M,L,S",Women,Western Wear,Pants,Apparel & Accessories
1483,139971,Pick Any 1 Layered Floor Length Dress,Pick Any 1 Layered Floor Length Dress,1999.00 ,https://www.ezmall.com/women/western-wear/dresses/pick-any-1-layered-floor-length-dress/1024521,https://cdn.ezmall.com/0/images/product/139971/01_Pick_Any_1_Layered_Kurta_Dress_139971_367X477.jpg,Harshali Creations,"MAROON,GREY",51.00 INR,no size,Women,Western Wear,Dresses,Apparel & Accessories
1484,139972,Harshali Creations - Pick Any 1 Heavy Flared Dress,Harshali Creations - Pick Any 1 Heavy Flared Dress,1999.00 ,https://www.ezmall.com/women/western-wear/dresses/harshali-creations-pick-any-1-heavy-flared-dress/1024525,https://cdn.ezmall.com/0/images/product/139972/02_PA1_Heavy_Flared_Kurta_Dress_367X477.jpg,Harshali Creations,"WHITE,BLUE",51.00 INR,no size,Women,Western Wear,Dresses,Apparel & Accessories
1485,139973,Pick Any 1 Gotta Patti Kurta Pant Set,SHUK Pick Any 1 Gotta Patti Kurta Pant Set,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-gotta-patti-kurta-pant-set/1024529,https://cdn.ezmall.com/0/images/product/139973/01_PA1_Gotta_Patti_Kurta_Pant_Set_367X477.jpg,SHUK,"BLUE,PINK",101.00 INR,"XL,L,M,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1486,139974,Floral Collection - Pick Any 1 Kurta & Pant Set,Floral Collection - Pick Any 1 Kurta & Pant Set,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/floral-collection-pick-any-1-kurta-pant-set/1024531,https://cdn.ezmall.com/0/images/product/139974/02_Floral_Collection_PA1_Kurta_and_Pant_Set_367X477.jpg,SHUK,"GREEN,GREY",101.00 INR,"M,XXL,L,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
